unit1_txt	unit2_txt	dir	rel_type	orig_label	label
I found the rebuttal by MARKS very convincing on the areas of disease / overpopulation brought up by GROSS ,	but his the comment that : > As for Lysenko , I thought we had > stopped scaring our children with boogymen a few decades > ago . was much too smug for my taste .	1>2	unknown	concession	concession
I 'm a committed left political activist ,	but I 'm very dissapointed with the ways in which STS is often on the defensive around the poitical correctness and civil liberties issues .	1>2	unknown	concession	concession
but his the comment that : > As for Lysenko , I thought we had > stopped scaring our children with boogymen a few decades > ago . was much too smug for my taste .	but I 'm very dissapointed with the ways in which STS is often on the defensive around the poitical correctness and civil liberties issues .	1<2	unknown	evaluation	comment
but I 'm very dissapointed with the ways in which STS is often on the defensive around the poitical correctness and civil liberties issues .	It s unconvincing to add on " Oh , and our new democratic science will also avoid all the old pitfalls of socialist tyranny . "	1<2	unknown	evidence	explanation
It s unconvincing to add on " Oh , and our new democratic science will also avoid all the old pitfalls of socialist tyranny . "	Why ca n't we use these issues as an offensive platform rather than dancing around them ?	1<2	unknown	evidence	explanation
I am sorry to interrupt the fascinating threat - to - STS debate .	But maybe some people would like to discuss this debate in a cozier space than cyberspace .	1>2	unknown	concession	concession
But maybe some people would like to discuss this debate in a cozier space than cyberspace .	As a student representative of SSSS , I would like to organize a meeting for graduate and undergraduate students in New Orleans .	1>2	unknown	motivation	explanation
As a student representative of SSSS , I would like to organize a meeting for graduate and undergraduate students in New Orleans .	The plan is to go on Thursday evening around 8:30 pm to one of the city 's famous bars .	1<2	unknown	enablement	purpose
I am not sure where exactly	but I will post signs .	1>2	unknown	antithesis	contrast
As a student representative of SSSS , I would like to organize a meeting for graduate and undergraduate students in New Orleans .	but I will post signs .	1<2	unknown	enablement	purpose
As a student representative of SSSS , I would like to organize a meeting for graduate and undergraduate students in New Orleans .	So , look for the signs	1<2	unknown	enablement	purpose
So , look for the signs	and hopefully we 'll meet ,	1<2	unknown	motivation	explanation
Paul Edwards writes :	> If LIEBERMAN or anyone else genuinely believes that STS convincingly > demonstrates that external reality does n't exist , I would like to be > notified of just where and how this has been done . On my reading , most STS > literature asserts , and often demonstrates , some form of interpretive > flexibility in scientific claims or technological design . But there is a > vast difference between flexibility , an excellent metaphor whose > connotations should be taken seriously , and infinite malleability - which > does n't even work as a metaphor ( from what experiential background could it > be drawn ? ) , much less as a coherent literal description of anything at all . > The most common philosophical mistake in STS is to leap from the > possibility of _multiple_ interpretations or constructions to the > possibility of an _infinite_ number . When something flexes too far , it > breaks .	1>2	unknown	attribution	attribution
> If LIEBERMAN or anyone else genuinely believes that STS convincingly > demonstrates that external reality does n't exist , I would like to be > notified of just where and how this has been done . On my reading , most STS > literature asserts , and often demonstrates , some form of interpretive > flexibility in scientific claims or technological design . But there is a > vast difference between flexibility , an excellent metaphor whose > connotations should be taken seriously , and infinite malleability - which > does n't even work as a metaphor ( from what experiential background could it > be drawn ? ) , much less as a coherent literal description of anything at all . > The most common philosophical mistake in STS is to leap from the > possibility of _multiple_ interpretations or constructions to the > possibility of an _infinite_ number . When something flexes too far , it > breaks .	To Paul Edwards ' perceptive comments on the value of the notion of interpretive flexibility , I 'd add that not only are meanings and truths implicitly negotiated , the more durable outcome of such controversies or fact - makings is a sort of constructive ambiguity .	1>2	unknown	background	frame
Excellent !	To Paul Edwards ' perceptive comments on the value of the notion of interpretive flexibility , I 'd add that not only are meanings and truths implicitly negotiated , the more durable outcome of such controversies or fact - makings is a sort of constructive ambiguity .	1>2	unknown	background	frame
Excellent !	Social construction need n't be philosophically assimilated with the more perverse spinoffs of German idealism .	1<2	unknown	antithesis	contrast
If a meaning or truth is subject to multiple social meanings	it is less brittle and less apt to crack under social or political pressure .	1>2	unknown	condition	condition
To Paul Edwards ' perceptive comments on the value of the notion of interpretive flexibility , I 'd add that not only are meanings and truths implicitly negotiated , the more durable outcome of such controversies or fact - makings is a sort of constructive ambiguity .	it is less brittle and less apt to crack under social or political pressure .	1<2	unknown	evidence	explanation
it is less brittle and less apt to crack under social or political pressure .	Take nuclear power ( which , of course did n't have a sufficiently flexible / ambiguous meaning ) -- it had many meanings from " too cheap to meter " to a symboll of American ( or French ) techno - prowess .	1<2	unknown	elaboration	elaboration
Excuse my naivete , friends ,	but I still can see why scientists are soo irritated with us	1>2	unknown	antithesis	contrast
To Paul Edwards ' perceptive comments on the value of the notion of interpretive flexibility , I 'd add that not only are meanings and truths implicitly negotiated , the more durable outcome of such controversies or fact - makings is a sort of constructive ambiguity .	but I still can see why scientists are soo irritated with us	1<2	unknown	background	frame
but I still can see why scientists are soo irritated with us	( cf. the article on Latour in Lingua Franca as well as Gross & Levitt , etc ) .	1<2	unknown	evidence	explanation
but I still can see why scientists are soo irritated with us	Does n't ideologically bolting oneself to a particular conception of reality risk rendering oneself obsolete once the facts or cultural winds change ?	1<2	unknown	evidence	explanation
Does n't ideologically bolting oneself to a particular conception of reality risk rendering oneself obsolete once the facts or cultural winds change ?	How many scholasticists or royally - supported astrologists ( or alchemists ) are around these days , anyway ?	1<2	unknown	elaboration	elaboration
but I still can see why scientists are soo irritated with us	As a historian of technology , I can envision the day when Taylorists and industrializers are commonly seen not as avatars of objective truth ,	1<2	unknown	evidence	explanation
As a historian of technology , I can envision the day when Taylorists and industrializers are commonly seen not as avatars of objective truth ,	but as silly fad - followers ( at best ) , self - serving experts , or politically dense tools of their employers ...	1<2	unknown	antithesis	contrast
Ron Eglash writes :	> I 'm very dissapointed with the ways > in which STS is often on the defensive around the poitical > correctness and civil liberties issues . It s > unconvincing to add on " Oh , and our new democratic science > will also avoid all the old pitfalls of socialist tyranny . " > > Why ca n't we use these issues as an offensive platform > rather than dancing around them ?	1>2	unknown	preparation	organization
> I 'm very dissapointed with the ways > in which STS is often on the defensive around the poitical > correctness and civil liberties issues . It s > unconvincing to add on " Oh , and our new democratic science > will also avoid all the old pitfalls of socialist tyranny . " > > Why ca n't we use these issues as an offensive platform > rather than dancing around them ?	Fine idea .	1>2	unknown	background	frame
Fine idea .	As a New Yorker who has watched billions of our Fed tax money go to support hard science , military , and aerospace projects in the Sun / Gun Belt ( and we wonder why the economy here is in a shambles ! ) , for overt political purposes we could point out how Big Science and the Military are machines for enriching the BillyBobs .	1>2	unknown	background	frame
Suggestions ?	As a New Yorker who has watched billions of our Fed tax money go to support hard science , military , and aerospace projects in the Sun / Gun Belt ( and we wonder why the economy here is in a shambles ! ) , for overt political purposes we could point out how Big Science and the Military are machines for enriching the BillyBobs .	1>2	unknown	solutionhood	query
Suggestions ?	Now that those of us on the left have pretty well run the anti-nuclear stuff and eco - feminist stuff pretty hard ( to the point that the issues are pretty worn and threadbare for media exposure ) , que faire ?	1<2	unknown	elaboration	elaboration
As a New Yorker who has watched billions of our Fed tax money go to support hard science , military , and aerospace projects in the Sun / Gun Belt ( and we wonder why the economy here is in a shambles ! ) , for overt political purposes we could point out how Big Science and the Military are machines for enriching the BillyBobs .	Few seem really interested in that , though ...	1<2	unknown	concession	concession
Robert L. Frost writes :	> Fine idea . Suggestions ? Now that those of us on the left have pretty well > run the anti-nuclear stuff and eco - feminist stuff pretty hard ( to the point > that the issues are pretty worn and threadbare for media exposure ) , que > faire ?	1>2	unknown	preparation	organization
> Fine idea . Suggestions ? Now that those of us on the left have pretty well > run the anti-nuclear stuff and eco - feminist stuff pretty hard ( to the point > that the issues are pretty worn and threadbare for media exposure ) , que > faire ?	My comment was simply that " political correctness " has been a fairly effective strategy to use against the academic left and now , apparently , against STS as well .	1>2	unknown	antithesis	contrast
Some of it stinks ( Byron v.s. Toni Morrison )	and some of it is well grounded ( civil liberties , academic freedom ) .	1>2	unknown	concession	concession
and some of it is well grounded ( civil liberties , academic freedom ) .	We should be able to use that parts that make sense to our own advantage , rather than running away from it .	1>2	unknown	background	frame
My comment was simply that " political correctness " has been a fairly effective strategy to use against the academic left and now , apparently , against STS as well .	We should be able to use that parts that make sense to our own advantage , rather than running away from it .	1<2	unknown	elaboration	elaboration
We should be able to use that parts that make sense to our own advantage , rather than running away from it .	One example is the national cyberspace debates :	1<2	unknown	evidence	explanation
One example is the national cyberspace debates :	here issues like the clipper chip and information highway on - ramps allow STS - style arguments to converge with civil liberties concerns rather than be defending against them .	1<2	unknown	elaboration	elaboration
We should be able to use that parts that make sense to our own advantage , rather than running away from it .	I suspect that such convergence could be better adopted in other STS areas as well ,	1<2	unknown	elaboration	elaboration
I suspect that such convergence could be better adopted in other STS areas as well ,	and I wonder if we are n't in such a habit of defending against charges of Lysenkoism that we fail to see such opportunities .	1<2	unknown	elaboration	elaboration
On Mon , 3 Oct 1994 , Steve Fuller wrote :	> On HAMLETT 's call to arms ... > > It looks like the inevitable clash between scientists and STSers is > beginning to happen in earnest . How is it that even the best of the smart guys miss certain obvious facts ?	1>2	unknown	attribution	attribution
This is not " the inevitable clash between scientists and STSers . "	It 's an appeal to scientists by the National Association of Scholars , a contrived attack on what Paul Gross and others call " the academic left . "	1>2	unknown	antithesis	contrast
> On HAMLETT 's call to arms ... > > It looks like the inevitable clash between scientists and STSers is > beginning to happen in earnest . How is it that even the best of the smart guys miss certain obvious facts ?	It 's an appeal to scientists by the National Association of Scholars , a contrived attack on what Paul Gross and others call " the academic left . "	1<2	unknown	evaluation	comment
On Thu , 6 Oct 1994 , Robert L. Frost wrote , in response to Eglash 's :	Its > > unconvincing to add on " Oh , and our new democratic science > > will also avoid all the old pitfalls of socialist tyranny . " > > > > Why ca n't we use these issues as an offensive platform > > rather than dancing around them ? > > Fine idea . Suggestions ?	1>2	unknown	preparation	organization
Its > > unconvincing to add on " Oh , and our new democratic science > > will also avoid all the old pitfalls of socialist tyranny . " > > > > Why ca n't we use these issues as an offensive platform > > rather than dancing around them ? > > Fine idea . Suggestions ?	Discussion on democracy and science has floated through talk about how to respond to the backlash .	1>2	unknown	background	frame
Discussion on democracy and science has floated through talk about how to respond to the backlash .	I wonder how many people on this list are familiar with some of the Nordic attempts to promote substantive democratic discourse over technoscience issues ?	1>2	unknown	background	frame
I wonder how many people on this list are familiar with some of the Nordic attempts to promote substantive democratic discourse over technoscience issues ?	Although I have had no direct experience ,	1>2	unknown	background	frame
Although I have had no direct experience ,	the Danish consensus conferences look like the most interesting innovation .	1>2	unknown	concession	concession
the Danish consensus conferences look like the most interesting innovation .	These involve assembling a group of lay people in a specific local area to discuss their concerns regarding a particular technoscience initiative ( e.g. , bio - technology ) , and using staff to help them formulate a set of questions .	1<2	unknown	elaboration	elaboration
These involve assembling a group of lay people in a specific local area to discuss their concerns regarding a particular technoscience initiative ( e.g. , bio - technology ) , and using staff to help them formulate a set of questions .	These are referred to a panel of experts for answers .	1<2	unknown	elaboration	elaboration
the Danish consensus conferences look like the most interesting innovation .	The " Consensus conference " itself involves assembling both groups to meet over a couple days in a community venue ,	1<2	unknown	elaboration	elaboration
The " Consensus conference " itself involves assembling both groups to meet over a couple days in a community venue ,	and then the lay people write up a report of their conclusions .	1<2	unknown	sequence	temporal
The " Consensus conference " itself involves assembling both groups to meet over a couple days in a community venue ,	Several of these are organized in different places on the same issue , all accompanied by media coverage and publicity .	1<2	unknown	elaboration	elaboration
The Danes I have met claim that while the Danish are generally the most skeptical of the Fenno - Scandians about technology ,	Denmark has been able to move forward more quickly on specific technological initiatives than other Nordic countries .	1>2	unknown	concession	concession
The " Consensus conference " itself involves assembling both groups to meet over a couple days in a community venue ,	Denmark has been able to move forward more quickly on specific technological initiatives than other Nordic countries .	1<2	unknown	volitional-cause	causal
Denmark has been able to move forward more quickly on specific technological initiatives than other Nordic countries .	These Danes also claim that the consensus conference process has something to do with this result .	1<2	unknown	volitional-cause	causal
the Danish consensus conferences look like the most interesting innovation .	In any case , the conferences offer one model of how to make technoscience discourse more democratic .	1<2	unknown	summary	organization
In any case , the conferences offer one model of how to make technoscience discourse more democratic .	I 'm sure there are others .	1<2	unknown	concession	concession
I 'm sure there are others .	( the Dutch have something similar , the Norwegians trying to get them going . )	1<2	unknown	elaboration	elaboration
re : Consensus Conferences , ex : Hakken	They seem , indeed , to be a good idea and to give all sides of a technological issue a chance to argue and respond .	1>2	unknown	preparation	organization
They seem , indeed , to be a good idea and to give all sides of a technological issue a chance to argue and respond .	NOH has been running these for a long time now .	1<2	unknown	elaboration	elaboration
NOH has been running these for a long time now .	Among those with which I have had something to do , and from which I learned a great deal ( not all of it , by any means , encouraging ) about the outsiders ' ( non-science ) view of things ---- sorry , that 's NIH , above , not NOH ---- concerns and wishes , were those on diagnostic ultrasound in pregnancy , animal experimentation and its alternatives , cardiovascular medicine , diabetes , and so on .	1<2	unknown	elaboration	elaboration
The NIH method is not quite the Danish one ( as Hakken describes it ) ,	but it has a similar purpose and effect .	1>2	unknown	concession	concession
NOH has been running these for a long time now .	but it has a similar purpose and effect .	1<2	unknown	elaboration	elaboration
They seem , indeed , to be a good idea and to give all sides of a technological issue a chance to argue and respond .	The trouble is , decent and socially conscious activities of this kind never get coverage in the media or by academic commentators on science and technology .	1<2	unknown	antithesis	contrast
The trouble is , decent and socially conscious activities of this kind never get coverage in the media or by academic commentators on science and technology .	They have little or no interpretable aspects of Privilege or Hegemony .	1<2	unknown	nonvolitional-cause	causal
I have noticed a curious undertone to this debate concerning the attacks on STS / SSK .	Rather , what is being criticized is philosophy of science .	1>2	unknown	background	frame
The claim has been put forward that scientists are wrong to think that they are under attack by the SSK folks .	Rather , what is being criticized is philosophy of science .	1>2	unknown	antithesis	contrast
Rather , what is being criticized is philosophy of science .	Here is my concern :	1>2	unknown	background	frame
Rather , what is being criticized is philosophy of science .	For example , Fuller ( I think -- apologies if I have got the wrong person ) quoted Latour to the effect that philosophers of science were whores and strumpets -- as though they are sirens on the street - corners of the academy , luring impressionable scientists away for immoral purposes .	1<2	unknown	evidence	explanation
Rather , what is being criticized is philosophy of science .	Bernie Lieberman seems to have tendencies in this direction .	1<2	unknown	evidence	explanation
He talks of fusion gangs , collider gangs , and genome gangs .	But when these neighborhood toughs ( or their advocates ) take him to task he says words to the effect ,	1>2	unknown	antithesis	contrast
Bernie Lieberman seems to have tendencies in this direction .	But when these neighborhood toughs ( or their advocates ) take him to task he says words to the effect ,	1<2	unknown	elaboration	elaboration
" What ? You guys ?	I did n't mean you ,	1>2	unknown	solutionhood	query
I did n't mean you ,	I meant " Shorty " over there	1>2	unknown	antithesis	contrast
But when these neighborhood toughs ( or their advocates ) take him to task he says words to the effect ,	I meant " Shorty " over there	1<2	unknown	elaboration	elaboration
I meant " Shorty " over there	-- the philosopher of science ( with all his stories about the nature of science ) " .	1<2	unknown	elaboration	elaboration
Here is my concern :	I do n't know that it makes much sense to conceive of science in such a way that you can make a straightforward " cut " between science and philosophy of science	1>2	unknown	preparation	organization
I do n't know that it makes much sense to conceive of science in such a way that you can make a straightforward " cut " between science and philosophy of science	( and be careful of general arguments here	1<2	unknown	background	frame
( and be careful of general arguments here	-- there are several species of philosophy of science ,	1<2	unknown	elaboration	elaboration
-- there are several species of philosophy of science ,	and within most species , there is much intra-specific variation --	1<2	unknown	elaboration	elaboration
and within most species , there is much intra-specific variation --	this in itself creates a space for hasty generalizations about philosophers of science , and their wicked ways ) .	1<2	unknown	elaboration	elaboration
I do n't know that it makes much sense to conceive of science in such a way that you can make a straightforward " cut " between science and philosophy of science	I do not believe that you can simply carve science out of the intellectual ( including philosophical ) environment in which it takes place -- certainly in any such way that would allow you to sharply differentiate " the science " from the " stories about the science " .	1<2	unknown	evidence	explanation
I do not believe that you can simply carve science out of the intellectual ( including philosophical ) environment in which it takes place -- certainly in any such way that would allow you to sharply differentiate " the science " from the " stories about the science " .	To pursue a Quinean metaphor , the science and the stories are constitutive of the " web of belief " ,	1<2	unknown	elaboration	elaboration
To pursue a Quinean metaphor , the science and the stories are constitutive of the " web of belief " ,	and the parts are made sense of from the perspective of the whole .	1<2	unknown	elaboration	elaboration
Certainly there is much more to science -- even theoretical science -- than philosophy of science .	But it also seems to be true to say that philosophy of science has -- in its many guises -- helped to shape science , and scientific debates in particular .	1>2	unknown	concession	concession
I do n't know that it makes much sense to conceive of science in such a way that you can make a straightforward " cut " between science and philosophy of science	But it also seems to be true to say that philosophy of science has -- in its many guises -- helped to shape science , and scientific debates in particular .	1<2	unknown	evidence	explanation
Examples :	the influence of positivism on the formation of special relativity	1>2	unknown	preparation	organization
But it also seems to be true to say that philosophy of science has -- in its many guises -- helped to shape science , and scientific debates in particular .	the influence of positivism on the formation of special relativity	1<2	unknown	evidence	explanation
the influence of positivism on the formation of special relativity	( e.g. , Einstein 's interpretation of the null result of the Michelson - Morley experiment ,	1<2	unknown	elaboration	elaboration
the influence of positivism on the formation of special relativity	and his rejection of the realism of FitzGerald and Lorentz ) ,	1<2	unknown	elaboration	elaboration
the influence of positivism on the formation of special relativity	and general relativity	1<2	unknown	list	conjunction
and general relativity	( e.g. , the formulation of the principle of equivalence )	1<2	unknown	elaboration	elaboration
and general relativity	-- not to mention the quantum theory !	1<2	unknown	list	conjunction
Whoops -- Wrong thought experiment :	Find out where the science begins and the phil of science ends ....	1>2	unknown	antithesis	contrast
Three Cheers for SHANKS	Very hard to do , I should think , even in cases where the person is clearly endorsing methodologies ( s ) he is not following .	1>2	unknown	background	frame
Three Cheers for SHANKS	( for it was he who wrote of the dangers of believing that philosophy of science can be surgically removed from the otherwise healthy body of science ) !	1<2	unknown	volitional-cause	causal
Historians and sociologists are famous for " problematizing " internal / external distinctions in standard accounts of science .	But , SHANKS is surely right in seeing this " science without the standard stories about science " business as itself putting a NEW internal / external division into place .	1>2	unknown	antithesis	contrast
Three Cheers for SHANKS	But , SHANKS is surely right in seeing this " science without the standard stories about science " business as itself putting a NEW internal / external division into place .	1<2	unknown	elaboration	elaboration
But , SHANKS is surely right in seeing this " science without the standard stories about science " business as itself putting a NEW internal / external division into place .	I see no reason to presume that science will able to get along without some sort of methodological stories about why it is worth being pursued .	1<2	unknown	evidence	explanation
Finally , to take up SHANKS ' last point :	Very hard to do , I should think , even in cases where the person is clearly endorsing methodologies ( s ) he is not following .	1>2	unknown	preparation	organization
Pick your favorite scientist .	Very hard to do , I should think , even in cases where the person is clearly endorsing methodologies ( s ) he is not following .	1>2	unknown	solutionhood	query
Pick your favorite scientist .	Try to find the place where that person 's science starts and philosophy of science begins .	1<2	unknown	sequence	temporal
Paul Gross writes :	> The NIH method is > not quite the Danish one ( as Hakken describes it ) , but it has a > similar purpose and effect . The trouble is , decent and socially > conscious activities of this kind never get coverage in the media > or by academic commentators on science and technology . They have > little or no interpretable aspects of Privilege or Hegemony .	1>2	unknown	preparation	organization
> The NIH method is > not quite the Danish one ( as Hakken describes it ) , but it has a > similar purpose and effect . The trouble is , decent and socially > conscious activities of this kind never get coverage in the media > or by academic commentators on science and technology . They have > little or no interpretable aspects of Privilege or Hegemony .	Never ?	1>2	unknown	antithesis	contrast
Never ?	Those academic commentators concerned with Privilege and Hegemony deserve a little more credit .	1>2	unknown	solutionhood	query
Those academic commentators concerned with Privilege and Hegemony deserve a little more credit .	I , in fact , first learned about the Danish " consensus conferences " through an essay written by Richard Sclove which I think appeared on the op - ed page of _ The Washington Post_ ;	1<2	unknown	evidence	explanation
I , in fact , first learned about the Danish " consensus conferences " through an essay written by Richard Sclove which I think appeared on the op - ed page of _ The Washington Post_ ;	I know he mentioned them more recently in an article in the January 12 , 1994 _ Chronicle of Higher Ed_ ( pp. B 1 - B2 ) .	1<2	unknown	elaboration	elaboration
I do n't mean to pick nits ;	rather , I want to suggest that publicizing Examples of How Things Might Better Be Done is integral to the project of many anti-Privilege academic commentators .	1>2	unknown	antithesis	contrast
Those academic commentators concerned with Privilege and Hegemony deserve a little more credit .	rather , I want to suggest that publicizing Examples of How Things Might Better Be Done is integral to the project of many anti-Privilege academic commentators .	1<2	unknown	elaboration	elaboration
It is apparently dangerous to write a provocative message to our list .	Neither is my belief .	1>2	unknown	background	frame
It was first said that I believe no external reality exists	Neither is my belief .	1>2	unknown	antithesis	contrast
It was first said that I believe no external reality exists	and then that I do not think history and philosophy of science are not of much value .	1<2	unknown	sequence	temporal
Neither is my belief .	I said that there is dispute about the existence of external reality	1<2	unknown	elaboration	elaboration
I said that there is dispute about the existence of external reality	and indeed there has been as has been pointed out since the Greek skeptics .	1<2	unknown	elaboration	elaboration
and indeed there has been as has been pointed out since the Greek skeptics .	But on such matters I am an amateur .	1<2	unknown	elaboration	elaboration
It was also said that I do not value those who write on history and philosophy of science .	That too is not what I believe .	1>2	unknown	antithesis	contrast
Neither is my belief .	That too is not what I believe .	1<2	unknown	list	conjunction
Let me clarify .	I do believe it is profitable to talk about external realities .	1>2	unknown	preparation	organization
That too is not what I believe .	I do believe it is profitable to talk about external realities .	1<2	unknown	elaboration	elaboration
I do believe it is profitable to talk about external realities .	My position is closest to one that is expressed by Stephen Cole in MAKING SCIENCE .	1<2	unknown	elaboration	elaboration
My position is closest to one that is expressed by Stephen Cole in MAKING SCIENCE .	He calls his position a realist - constructivist position .	1<2	unknown	elaboration	elaboration
That too is not what I believe .	I also believe that scientists do many impressie things .	1<2	unknown	list	conjunction
The astronomers predicted quite precisely ( at least precisely enough for me ) when the Shoemake Levy comet ( or debris ) would hit Jupiter ,	and by George it did did hit when they said it would .	1>2	unknown	nonvolitional-cause	causal
I also believe that scientists do many impressie things .	and by George it did did hit when they said it would .	1<2	unknown	elaboration	elaboration
and by George it did did hit when they said it would .	That they are now in deep confusion over what actually happened does n't disturb me in the least .	1<2	unknown	background	frame
That they are now in deep confusion over what actually happened does n't disturb me in the least .	They talk openly of their uncertainties and confusions .	1<2	unknown	elaboration	elaboration
They talk openly of their uncertainties and confusions .	Good science to me .	1<2	unknown	evaluation	comment
And some physicians announced they would rid the Western hemisphere of polio	and by George they seem to have done it .	1>2	unknown	volitional-cause	causal
I also believe that scientists do many impressie things .	and by George they seem to have done it .	1<2	unknown	elaboration	elaboration
If they actually have ,	my hat is off to them .	1>2	unknown	condition	condition
and by George they seem to have done it .	my hat is off to them .	1<2	unknown	evaluation	comment
When I speak of the supercollider gang , the genome gang , the hot fusion gang , and the cancer gang	I am trying to provoke the realization that these people are deliberately misrepresenting various things in the name of objective inquiry	1>2	unknown	circumstance	temporal
I am trying to provoke the realization that these people are deliberately misrepresenting various things in the name of objective inquiry	Historians and philosophers of science do interesting things on a shoestring .	1>2	unknown	antithesis	contrast
I am trying to provoke the realization that these people are deliberately misrepresenting various things in the name of objective inquiry	--- and they are consuming billions and billions of dollars .	1<2	unknown	elaboration	elaboration
I am trying to provoke the realization that these people are deliberately misrepresenting various things in the name of objective inquiry	They need to misrepresent to get such amounts of money .	1<2	unknown	volitional-cause	causal
I also believe that scientists do many impressie things .	Historians and philosophers of science do interesting things on a shoestring .	1<2	unknown	list	conjunction
Historians and philosophers of science do interesting things on a shoestring .	I read them with great pleasure .	1<2	unknown	evaluation	comment
Some criticize me as being naive	I argue offering various contraries which I will not present here .	1>2	unknown	antithesis	contrast
Some criticize me as being naive	---- saying that I should not object to the misrepresentations	1<2	unknown	elaboration	elaboration
---- saying that I should not object to the misrepresentations	because they have always existed and they are a normal event in science .	1<2	unknown	nonvolitional-cause	causal
Historians and philosophers of science do interesting things on a shoestring .	I argue offering various contraries which I will not present here .	1<2	unknown	list	conjunction
I do not have detailed knowledge of the accomplishments of all the gangs	but few say that I am being too harsh on these investigators .	1>2	unknown	antithesis	contrast
I argue offering various contraries which I will not present here .	but few say that I am being too harsh on these investigators .	1<2	unknown	list	conjunction
but few say that I am being too harsh on these investigators .	I would love to see clean , safe , cheap fusion energy .	1<2	unknown	list	conjunction
I would love to see clean , safe , cheap fusion energy .	I would love to see a supercollider produce knowledge that will somehow contribute to our society .	1<2	unknown	list	conjunction
I would love to see a supercollider produce knowledge that will somehow contribute to our society .	I would love to see cures for cancer .	1<2	unknown	list	conjunction
I would love to see cures for cancer .	And I would love to see our knowledge of the genome produce benefits to society .	1<2	unknown	list	conjunction
And I would love to see our knowledge of the genome produce benefits to society .	I search with the proverbial lantern for the contributions of my favorite gangs .	1<2	unknown	list	conjunction
I search with the proverbial lantern for the contributions of my favorite gangs .	I welcome evidence that I am too harsh on these investigators .	1<2	unknown	list	conjunction
I welcome evidence that I am too harsh on these investigators .	I would love to believe that the billions we are spending on these projects are well spent .	1<2	unknown	list	conjunction
There are some ( many ? ) in STS that propose a moderate stance --	but if G&L are suggesting that their work is inherently " good "	1>2	unknown	concession	concession
There are some ( many ? ) in STS that propose a moderate stance --	who do not buy into the extreme reletavism of some in the strong program nor naive empircism / realism ,	1<2	unknown	elaboration	elaboration
who do not buy into the extreme reletavism of some in the strong program nor naive empircism / realism ,	who believe that scientific concepts are unstable and dynamic but nevertheless similar and worth study ,	1<2	unknown	list	conjunction
who believe that scientific concepts are unstable and dynamic but nevertheless similar and worth study ,	who think of scientists as ( for the most part ) good people ( like the rest of us )	1<2	unknown	list	conjunction
who think of scientists as ( for the most part ) good people ( like the rest of us )	but who are not beyond forming unethical powerful cartels . I agree with Lieberman , that scientists do many good things ,	1<2	unknown	list	conjunction
but if G&L are suggesting that their work is inherently " good "	then " the job " of STS is first to show the contrary .	1>2	unknown	antithesis	contrast
then " the job " of STS is first to show the contrary .	Then we can get on to improving it .	1<2	unknown	sequence	temporal
GROSS writes that consensus development conferences " never get coverage inthe media or by academic commentators on science and technology . "	What follows is a short bibliography of consensus development conferences , NIH style :	1>2	unknown	antithesis	contrast
What follows is a short bibliography of consensus development conferences , NIH style :	OTA. 1982 . Technology Transfer at the National Institutes of Health . OTA -TM - H - 10 . USGPO.	1<2	unknown	elaboration	elaboration
OTA. 1982 . Technology Transfer at the National Institutes of Health . OTA -TM - H - 10 . USGPO.	Fredrickson , Donald. 1978 . " Seeking technical consensus on medical intervention . " Clinical Research 26(3 ) : 116 - 17 .	1<2	unknown	list	conjunction
Fredrickson , Donald. 1978 . " Seeking technical consensus on medical intervention . " Clinical Research 26(3 ) : 116 - 17 .	Markle , Gerald and Chubin , Daryl. 1987 . " Consensus development in biomedicine : the liver transplant controversy . " The Millbank Quarterly 65(1 ) : 1 - 24 .	1<2	unknown	list	conjunction
Markle , Gerald and Chubin , Daryl. 1987 . " Consensus development in biomedicine : the liver transplant controversy . " The Millbank Quarterly 65(1 ) : 1 - 24 .	IOM. 1990 . Consensus Development at the NIH : Improving the Program . National Academy Press .	1<2	unknown	list	conjunction
OTA. 1982 . Technology Transfer at the National Institutes of Health . OTA -TM - H - 10 . USGPO.	These references I draw from my dissertation , which focused on the problem of the " boundary between politics and science " at NIH .	1<2	unknown	background	frame
These references I draw from my dissertation , which focused on the problem of the " boundary between politics and science " at NIH .	With respect to consensus development conferences , the boundary problem has been the inclusion or exclusion of social , economic and ethical issues .	1<2	unknown	elaboration	elaboration
With respect to consensus development conferences , the boundary problem has been the inclusion or exclusion of social , economic and ethical issues .	Markle and Chubin , not surprisingly , but also IOM , recommend their inclusion .	1<2	unknown	elaboration	elaboration
With respect to consensus development conferences , the boundary problem has been the inclusion or exclusion of social , economic and ethical issues .	NIH has been hesitant in doing so ,	1<2	unknown	elaboration	elaboration
NIH has been hesitant in doing so ,	at least in part because it brings them one step closer to the highly volatile realm of health care policy ( which NIH distinguishes from health research / policy ) .	1<2	unknown	nonvolitional-cause	causal
With respect to consensus development conferences , the boundary problem has been the inclusion or exclusion of social , economic and ethical issues .	Even former NIH director Don Fredrickson has said that NIH needs to include more economic and social analysis in consensus development ,	1<2	unknown	elaboration	elaboration
Even former NIH director Don Fredrickson has said that NIH needs to include more economic and social analysis in consensus development ,	but he suggests that this should be included only to the extent that it has become scientific .	1<2	unknown	concession	concession
I just got around to reading Collins 's defense of SSK in the THES ,	and I found something in it rather mystifying that I hope someone on this list can clarify .	1>2	unknown	nonvolitional-cause	causal
